,stime,flgs_e,flgs_e s,flgs_e dS,flgs_e g,flgs_e *,flgs_eU,flgs_e &,flgs_e d,flgs_e    F,flgs_e r,proto_tcp,proto_udp,proto_icmp,proto_arp,proto_ipv6-icmp,proto_rarp,proto_igmp,saddr_192.168.100.149,saddr_192.168.100.148,saddr_192.168.100.150,saddr_192.168.100.147,saddr_192.168.100.3,saddr_192.168.100.7,saddr_192.168.100.6,saddr_192.168.100.5,saddr_192.168.100.4,saddr_192.168.100.1,saddr_private,saddr_external,daddr_192.168.100.149,daddr_192.168.100.148,daddr_192.168.100.150,daddr_192.168.100.147,daddr_192.168.100.3,daddr_192.168.100.7,daddr_192.168.100.6,daddr_192.168.100.5,daddr_192.168.100.4,daddr_192.168.100.1,daddr_private,daddr_external,pkts,bytes,state_RST,state_CON,state_INT,state_FIN,state_REQ,state_URP,state_ECO,state_NRS,state_ACC,state_MAS,ltime,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,tnbpsrcip,tnbpdstip,tnp_psrcip,tnp_pdstip,tnp_perproto,tnp_per_dport,ar_p_proto_p_srcip,ar_p_proto_p_dstip,n_in_conn_p_srcip,n_in_conn_p_dstip,ar_p_proto_p_sport,ar_p_proto_p_dport,pkts_p_state_p_protocol_p_destip,pkts_p_state_p_protocol_p_srcip,attack_type
0,1526963396.115261,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526963396.119389,0.004128,0.004128,0.0,0.004128,0.004128,0.004128,1,1,60,60,242.248077,0.0,0.0,826213862,9383605539,69025,9746137,11220924,8,4918.426175165419,939.9656908391032,641.0,5208,564.5671365526316,10430.1335525,6482,23345,3
1,1528081321.945295,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,616,0,0,0,0,1,0,0,0,0,0,1528081353.716534,31.771238,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.094425,0.094425,0.0,5330629,5367610,42572,32388,11220924,13108094,3908.819242947184,1254.2506490175997,120.0,6669,0.094425,100.86269728706448,12994,15429,1
2,1526982345.938126,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526982345.93835,0.000224,0.000224,0.0,0.000224,0.000224,0.000224,1,1,60,60,4464.285645,0.0,0.0,5330629,5367610,42572,32388,11220924,21,3908.819242947184,1254.2506490175997,120.0,6669,4368.510051129032,18097.72659,13229,23301,3
3,1528081321.811948,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7,890,1,0,0,0,0,0,0,0,0,0,1528081353.138047,31.326099,0.017032,0.02086,0.085161,0.0,0.042693,5,2,770,120,0.191534,0.127863,0.048721,5669920,823284939,43720,52257,11220924,13108094,4574.7005947427015,9901.705446630507,146.0,5063,0.191534,100.86269728706448,14111,30428,1
4,1526982343.961129,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526982343.961695,0.000566,0.000566,0.0,0.000566,0.000566,0.000566,1,1,60,60,1766.784424,0.0,0.0,826213862,5367610,69025,32388,11220924,23,4918.426175165419,1254.2506490175997,641.0,6669,1856.20133056,5937.703675727273,13229,23345,3
5,1526962664.199167,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526962664.199871,0.000704,0.000704,0.0,0.000704,0.000704,0.000704,1,1,60,60,1420.45459,0.0,0.0,773646180,5367610,179996,32388,11220924,32,6352.892978539788,1254.2506490175997,727.0,6669,1268.666554,16061.7772293125,13229,21877,3
6,1526962663.143499,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526962663.143932,0.000433,0.000433,0.0,0.000433,0.000433,0.000433,1,1,60,60,2309.46875,0.0,0.0,5669920,5367610,43720,32388,11220924,14,4574.7005947427015,1254.2506490175997,146.0,6669,5462.396948714285,11597.37102185714,13229,30428,3
7,1526980978.270482,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526980978.274249,0.003767,0.003767,0.0,0.003767,0.003767,0.003767,1,1,60,60,265.463226,0.0,0.0,773646180,9383605539,179996,9746137,11220924,25,6352.892978539788,939.9656908391032,727.0,5208,491.6456365217392,10461.789557307691,6482,21877,3
8,1526876544.178869,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526876544.179012,0.000143,0.000143,0.0,0.000143,0.000143,0.000143,1,1,60,60,6993.007324,0.0,0.0,826213862,4766661000,69025,6635464,11220924,14,4918.426175165419,5274.167447059738,641.0,23401,8265.801488230769,2011.402043,65132,23345,3
9,1526898844.720029,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526898844.725249,0.00522,0.00522,0.0,0.00522,0.00522,0.00522,1,1,60,60,191.570877,0.0,0.0,773646180,4766661000,179996,6635464,11220924,2,6352.892978539788,5274.167447059738,727.0,23401,32.287810927652735,191.570877,65132,21877,4
