,stime,flgs_e,flgs_e s,flgs_e dS,flgs_e g,flgs_e *,flgs_eU,flgs_e &,flgs_e d,flgs_e    F,flgs_e r,proto_tcp,proto_udp,proto_icmp,proto_arp,proto_ipv6-icmp,proto_rarp,proto_igmp,saddr_192.168.100.149,saddr_192.168.100.148,saddr_192.168.100.150,saddr_192.168.100.147,saddr_192.168.100.3,saddr_192.168.100.7,saddr_192.168.100.6,saddr_192.168.100.5,saddr_192.168.100.4,saddr_192.168.100.1,saddr_private,saddr_external,daddr_192.168.100.149,daddr_192.168.100.148,daddr_192.168.100.150,daddr_192.168.100.147,daddr_192.168.100.3,daddr_192.168.100.7,daddr_192.168.100.6,daddr_192.168.100.5,daddr_192.168.100.4,daddr_192.168.100.1,daddr_private,daddr_external,pkts,bytes,state_RST,state_CON,state_INT,state_FIN,state_REQ,state_URP,state_ECO,state_NRS,state_ACC,state_MAS,ltime,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,tnbpsrcip,tnbpdstip,tnp_psrcip,tnp_pdstip,tnp_perproto,tnp_per_dport,ar_p_proto_p_srcip,ar_p_proto_p_dstip,n_in_conn_p_srcip,n_in_conn_p_dstip,ar_p_proto_p_sport,ar_p_proto_p_dport,pkts_p_state_p_protocol_p_destip,pkts_p_state_p_protocol_p_srcip,attack_type
9862,1526876683.121934,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526876683.123722,0.001788,0.001788,0.0,0.001788,0.001788,0.001788,1,1,60,60,559.284119,0.0,0.0,773646180,5367610,179996,32388,11220924,22,6352.892978539788,1254.2506490175997,727.0,6669,1427.9364525135134,13587.341985545454,13229,21877,3
9863,1526981502.091375,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526981502.092612,0.001237,0.001237,0.0,0.001237,0.001237,0.001237,1,1,60,60,808.407471,0.0,0.0,773646180,5367610,179996,32388,11220924,22,6352.892978539788,1254.2506490175997,727.0,6669,1474.29921921875,6226.371620909092,13229,21877,3
9864,1528081324.860061,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,616,0,0,0,0,1,0,0,0,0,0,1528081350.33668,25.47662,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.117755,0.117755,0.0,5330629,5367610,42572,32388,11220924,13108094,3908.819242947184,1254.2506490175997,120.0,6669,0.117755,100.86269728706448,12994,15429,1
9865,1528081324.155856,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,548,1,0,0,0,0,0,0,0,0,0,1528081350.670515,26.51466,0.113725,0.03063,0.22745,0.083095,0.144355,4,2,428,120,0.188575,0.113145,0.037715,773646180,4766661000,179996,6635464,11220924,13108094,6352.892978539788,5274.167447059738,727.0,23401,0.188575,100.86269728706448,65132,21877,1
9866,1526961905.43292,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,68875,68510714,0,1,0,0,0,0,0,0,0,0,1526963548.481054,1643.048096,4.939343,0.217096,1625.043823,1.046709,4.999991,34438,34437,34528338,33982376,41.91843,20.959215,20.958607,2326353487,4766661000,2372667,6635464,11220924,13108094,137.66082824770643,5274.167447059738,97.0,23401,137.66082824770643,100.86269728706448,5064903,2372667,0
9867,1528102941.979472,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10,1548,1,0,0,0,0,0,0,0,0,0,1528102962.840069,20.860598,2.3e-05,3.9e-05,9.1e-05,0.0,9.1e-05,6,4,782,766,0.431435,0.239686,0.25232,5330629,4766661000,42572,6635464,11220924,13108094,3908.819242947184,5274.167447059738,120.0,23401,0.431435,100.86269728706448,65132,23301,2
9868,1528095722.074269,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,548,1,0,0,0,0,0,0,0,0,0,1528095731.940174,9.865905,0.06929,0.044739,0.13858,0.024551,0.114029,4,2,428,120,0.506796,0.304078,0.101359,5669920,4766661000,43720,6635464,11220924,13108094,4574.7005947427015,5274.167447059738,146.0,23401,0.300616,100.86269728706448,65132,30428,2
9869,1528103283.687313,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5,864,0,1,0,0,0,0,0,0,0,0,1528103283.687921,0.000608,0.000608,0.0,0.000608,0.000608,0.000608,3,2,724,140,6578.947754,3289.473877,1644.736938,826213862,5367610,69025,32388,11220924,13108094,4918.426175165419,1254.2506490175997,641.0,6669,3289.633523,100.86269728706448,345,30368,2
9870,1526880844.455169,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526880844.456535,0.001366,0.001366,0.0,0.001366,0.001366,0.001366,1,1,60,60,732.064392,0.0,0.0,773646180,4766661000,179996,6635464,11220924,4,6352.892978539788,5274.167447059738,727.0,23401,207.93185711073824,403.833664,65132,21877,4
9871,1526982238.204539,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526982238.205373,0.000834,0.000834,0.0,0.000834,0.000834,0.000834,1,1,60,60,1199.040771,0.0,0.0,773646180,9383605539,179996,9746137,11220924,17,6352.892978539788,939.9656908391032,727.0,5208,945.7859312580646,5598.173543555556,6482,21877,3
