,stime,flgs_e,flgs_e s,flgs_e dS,flgs_e g,flgs_e *,flgs_eU,flgs_e &,flgs_e d,flgs_e    F,flgs_e r,proto_tcp,proto_udp,proto_icmp,proto_arp,proto_ipv6-icmp,proto_rarp,proto_igmp,saddr_192.168.100.149,saddr_192.168.100.148,saddr_192.168.100.150,saddr_192.168.100.147,saddr_192.168.100.3,saddr_192.168.100.7,saddr_192.168.100.6,saddr_192.168.100.5,saddr_192.168.100.4,saddr_192.168.100.1,saddr_private,saddr_external,daddr_192.168.100.149,daddr_192.168.100.148,daddr_192.168.100.150,daddr_192.168.100.147,daddr_192.168.100.3,daddr_192.168.100.7,daddr_192.168.100.6,daddr_192.168.100.5,daddr_192.168.100.4,daddr_192.168.100.1,daddr_private,daddr_external,pkts,bytes,state_RST,state_CON,state_INT,state_FIN,state_REQ,state_URP,state_ECO,state_NRS,state_ACC,state_MAS,ltime,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,tnbpsrcip,tnbpdstip,tnp_psrcip,tnp_pdstip,tnp_perproto,tnp_per_dport,ar_p_proto_p_srcip,ar_p_proto_p_dstip,n_in_conn_p_srcip,n_in_conn_p_dstip,ar_p_proto_p_sport,ar_p_proto_p_dport,pkts_p_state_p_protocol_p_destip,pkts_p_state_p_protocol_p_srcip,attack_type
29586,1526898842.150198,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526898842.151133,0.000935,0.000935,0.0,0.000935,0.000935,0.000935,1,1,60,60,1069.518677,0.0,0.0,5330629,4766661000,42572,6635464,11220924,2,3908.819242947184,5274.167447059738,120.0,23401,4437.147807517405,1069.518677,65132,23301,4
29587,1528081321.858075,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,770,0,0,0,0,1,0,0,0,0,0,1528081353.174349,31.316275,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.127729,0.127729,0.0,5669920,823284939,43720,52257,11220924,13108094,4574.7005947427015,9901.705446630507,146.0,5063,0.129129,100.86269728706448,6625,8129,1
29588,1528081323.253858,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,548,1,0,0,0,0,0,0,0,0,0,1528081348.559121,25.305264,0.104054,0.060616,0.208107,0.043438,0.164669,4,2,428,120,0.197587,0.118552,0.039517,773646180,4766661000,179996,6635464,11220924,13108094,6352.892978539788,5274.167447059738,727.0,23401,0.197587,100.86269728706448,65132,21877,1
29589,1526963423.21571,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526963423.21577,6e-05,6e-05,0.0,6e-05,6e-05,6e-05,1,1,60,60,16666.667969,0.0,0.0,5330629,823284939,42572,52257,11220924,29,3908.819242947184,9901.705446630507,120.0,5063,17799.793402833333,10329.113911866669,14111,23301,3
29590,1526963084.089515,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526963084.090388,0.000873,0.000873,0.0,0.000873,0.000873,0.000873,1,1,60,60,1145.475342,0.0,0.0,773646180,5367610,179996,32388,11220924,22,6352.892978539788,1254.2506490175997,727.0,6669,1900.278953904762,8430.677928545454,13229,21877,3
29591,1528081324.098455,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,548,1,0,0,0,0,0,0,0,0,0,1528081350.526093,26.427637,0.111801,0.036142,0.223602,0.075659,0.147943,4,2,428,120,0.189196,0.113518,0.037839,773646180,4766661000,179996,6635464,11220924,13108094,6352.892978539788,5274.167447059738,727.0,23401,0.1896353333333333,100.86269728706448,65132,21877,1
29592,1526964265.304113,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526964265.304168,5.5e-05,5.5e-05,0.0,5.5e-05,5.5e-05,5.5e-05,1,1,60,60,18181.818359,0.0,0.0,826213862,823284939,69025,52257,11220924,16,4918.426175165419,9901.705446630507,641.0,5063,18524.185546869565,7663.9075355,14111,23345,3
29593,1526963817.16316,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526963817.166306,0.003146,0.003146,0.0,0.003146,0.003146,0.003146,1,1,60,60,317.863953,0.0,0.0,5330629,9383605539,42572,9746137,11220924,26,3908.819242947184,939.9656908391032,120.0,5208,883.004227851852,5457.1321212307685,6482,23301,3
29594,1528081321.837732,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,5,770,0,0,0,0,1,0,0,0,0,0,1528081353.134964,31.297232,0.0,0.0,0.0,0.0,0.0,5,0,770,0,0.127807,0.127807,0.0,5669920,823284939,43720,52257,11220924,13108094,4574.7005947427015,9901.705446630507,146.0,5063,0.1560756666666666,100.86269728706448,6625,8129,1
29595,1526880847.979459,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526880848.001689,0.02223,0.02223,0.0,0.02223,0.02223,0.02223,1,1,60,60,44.984257,0.0,0.0,826213862,4766661000,69025,6635464,11220924,2,4918.426175165419,5274.167447059738,641.0,23401,52.37126172133758,44.984257,65132,23345,4
