,stime,flgs_e,flgs_e s,flgs_e dS,flgs_e g,flgs_e *,flgs_eU,flgs_e &,flgs_e d,flgs_e    F,flgs_e r,proto_tcp,proto_udp,proto_icmp,proto_arp,proto_ipv6-icmp,proto_rarp,proto_igmp,saddr_192.168.100.149,saddr_192.168.100.148,saddr_192.168.100.150,saddr_192.168.100.147,saddr_192.168.100.3,saddr_192.168.100.7,saddr_192.168.100.6,saddr_192.168.100.5,saddr_192.168.100.4,saddr_192.168.100.1,saddr_private,saddr_external,daddr_192.168.100.149,daddr_192.168.100.148,daddr_192.168.100.150,daddr_192.168.100.147,daddr_192.168.100.3,daddr_192.168.100.7,daddr_192.168.100.6,daddr_192.168.100.5,daddr_192.168.100.4,daddr_192.168.100.1,daddr_private,daddr_external,pkts,bytes,state_RST,state_CON,state_INT,state_FIN,state_REQ,state_URP,state_ECO,state_NRS,state_ACC,state_MAS,ltime,dur,mean,stddev,sum,min,max,spkts,dpkts,sbytes,dbytes,rate,srate,drate,tnbpsrcip,tnbpdstip,tnp_psrcip,tnp_pdstip,tnp_perproto,tnp_per_dport,ar_p_proto_p_srcip,ar_p_proto_p_dstip,n_in_conn_p_srcip,n_in_conn_p_dstip,ar_p_proto_p_sport,ar_p_proto_p_dport,pkts_p_state_p_protocol_p_destip,pkts_p_state_p_protocol_p_srcip,attack_type
14793,1528081325.288946,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,7,890,1,0,0,0,0,0,0,0,0,0,1528081355.680319,30.391373,0.028992,0.047196,0.144958,0.0,0.121639,5,2,770,120,0.197424,0.132145,0.053173,5669920,823284939,43720,52257,11220924,13108094,4574.7005947427015,9901.705446630507,146.0,5063,0.197424,100.86269728706448,14111,30428,1
14794,1526981419.513561,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,10,794,0,0,0,1,0,0,0,0,0,0,1526981430.526608,11.013047,0.069359,0.097546,0.208076,0.000371,0.207309,6,4,510,284,0.817213,0.454007,0.272404,5669920,823284939,43720,52257,11220924,369,4574.7005947427015,9901.705446630507,146.0,5063,0.817213,2226.39495406383,1502,3249,3
14795,1526963072.03693,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,340,0,1,0,0,0,0,0,0,0,0,1526963072.247658,0.210728,0.210728,0.0,0.210728,0.210728,0.210728,1,1,81,259,4.745454,0.0,0.0,773646180,330274,179996,2870,9574834,14770,40.82021455772114,66.96260165251239,727.0,1413,4.745454,91.29597454022576,2870,790,0
14796,1526964231.512784,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,172,0,0,1,0,0,0,0,0,0,0,1526964234.013657,2.500873,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.39986,0.39986,0.0,5330629,82302,42572,957,9574834,14770,42.9419069375,0.39407927593361,120.0,482,0.39986,91.29597454022576,957,385,0
14797,1528095724.49894,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,308,0,0,0,0,1,0,0,0,0,0,1528095734.467744,9.968804,0.0,0.0,0.0,0.0,0.0,2,0,308,0,0.100313,0.100313,0.0,5669920,4766661000,43720,6635464,11220924,13108094,4574.7005947427015,5274.167447059738,146.0,23401,0.100313,100.86269728706448,7648,8129,2
14798,1528081321.77272,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,4,616,0,0,0,0,1,0,0,0,0,0,1528081352.837937,31.065216,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.096571,0.096571,0.0,5330629,5367610,42572,32388,11220924,13108094,3908.819242947184,1254.2506490175997,120.0,6669,0.1635123333333333,100.86269728706448,12994,15429,1
14799,1528095722.791008,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,308,0,0,0,0,1,0,0,0,0,0,1528095733.346341,10.555333,0.0,0.0,0.0,0.0,0.0,2,0,308,0,0.094739,0.094739,0.0,826213862,4766661000,69025,6635464,11220924,13108094,4918.426175165419,5274.167447059738,641.0,23401,0.094739,100.86269728706448,7648,8072,2
14800,1526344330.586069,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,172,0,0,1,0,0,0,0,0,0,0,1526344333.087287,2.501218,0.0,0.0,0.0,0.0,0.0,2,0,172,0,0.399805,0.399805,0.0,5669920,82302,43720,957,9574834,14770,37.12614784639017,0.39407927593361,146.0,482,0.399805,91.29597454022576,957,383,0
14801,1528081325.087144,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,616,0,0,0,0,1,0,0,0,0,0,1528081352.671021,27.583878,0.0,0.0,0.0,0.0,0.0,4,0,616,0,0.108759,0.108759,0.0,826213862,9383605539,69025,9746137,11220924,13108094,4918.426175165419,939.9656908391032,641.0,5208,0.108759,100.86269728706448,5805,8072,1
14802,1526898860.065334,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,120,1,0,0,0,0,0,0,0,0,0,1526898860.097047,0.031713,0.031713,0.0,0.031713,0.031713,0.031713,1,1,60,60,31.532808,0.0,0.0,5669920,4766661000,43720,6635464,11220924,4,4574.7005947427015,5274.167447059738,146.0,23401,33.22248538543248,26.556218,65132,30428,4
